value_eth,is_new_recipient,interaction_count,gas_gwei,blacklist_hit,repeat_tx,label,txhash,blockNumber,from,to
2.3848839429973467,0,0,0.501376731,0,0,0,0xd9013c1ad0622838bd3a68d1d607e307d40767947fc8cd32f6864bfc5c9f0f2c,24549136,0x53cc5d8a085e6441286667c74cfc3c577201aa6a,0x28c6c06298d514db089934071355e5743bf21d60
1.072333848567081,0,0,0.517813986,0,0,0,0x2b18026e82d8399b0c31a506988fedc674235d772fc0cb9cc2dd2fd1b7e14825,24549135,0x906ff65fc974fd7d24a1c7cc4996f8c0d86ee212,0x28c6c06298d514db089934071355e5743bf21d60
39.99996894534754,0,0,0.517813986,0,0,0,0x9f4b33f81ba0086445bf7bd1e73af3f6a9963dcee8737d73dbc46938d6a542bd,24549135,0x5c8b31cc91b84cb554826ada05c9bda77f9e186c,0x28c6c06298d514db089934071355e5743bf21d60
0.616357460532294,0,0,0.517813986,0,0,0,0x4763263090fff6ef32238bce0496c9d0b2991bb17f01f36ea962e1c2184b6cc2,24549135,0x84e2b42ec38faaf1a187749b9c511e53aed29314,0x28c6c06298d514db089934071355e5743bf21d60
0.514994440262348,0,0,0.517813986,0,0,0,0x920c49cc684c26cbf02e9bcb4ce47f53c6033b3776cd31a2b30302498d08144e,24549135,0xb75499e55459b550cf18a4a1d1d7ede34865018e,0x28c6c06298d514db089934071355e5743bf21d60
20.86669252898078,0,0,0.517813986,0,0,0,0x7c5b2a7f1f22059af97128d07c382c18b043321424e111ee3497779dfd703211,24549135,0xd9b1d34494f7fc317c31e825a4039d14ff4d0f49,0x28c6c06298d514db089934071355e5743bf21d60
0.563307962267112,0,0,0.517813986,0,0,0,0xe7c3cbaa1c577b5c7f81d2ef7071b2aa07bbde79ed8a03cc40636305e1927574,24549135,0x5871c0486d3dc55cde8c21522794e6ad394b80db,0x28c6c06298d514db089934071355e5743bf21d60
30.07879508197448,0,0,0.517813986,0,0,0,0x2a5b9ab870234cb805933c88c2fc693d653c0ce3a28bbcb3fabbad61a2bd0eec,24549135,0x82c814253bcbf4ebc9e0d20741e2ac553078ed56,0x28c6c06298d514db089934071355e5743bf21d60
0.653857292215183,0,0,0.517813986,0,0,0,0xaa1be6ca3bd669e20e3f13ac5b4043e9d2bfdb98d441f1dd78ede7a67f18cb27,24549135,0xec77e7bc63dacbf220d2fd3ee749ad310fd4b3f1,0x28c6c06298d514db089934071355e5743bf21d60
0.761884108089482,0,0,0.517813986,0,0,0,0x26f3d02ce23ed249a48372914cff23d8694d4197b4a57a44b229b13f756f09a2,24549135,0x3453f7bd3e3477560de95b454f535843cb214df5,0x28c6c06298d514db089934071355e5743bf21d60
10.456993900783289,0,0,0.517813986,0,0,0,0x5712cee4f8b764b5fae8ac20c0bbb6b84c030eefd201e5687cbf56c5730b18ea,24549135,0x0871193fe864b6066d7b54a949b4e33d9394ede8,0x28c6c06298d514db089934071355e5743bf21d60
108.51603025744576,0,4,0.516471891,0,1,0,0x27d1671c75dee0b3d516ad1e1e20127d6a3ae9a6bdd8072bb8dff99b54e063af,24549134,0x2d6ffec3acbdaff0f895e70fcc699246a2798102,0x28c6c06298d514db089934071355e5743bf21d60
4.399653980977669,0,0,0.516471891,0,0,0,0x6e51246d9fb30a9a968df4a2620fc95283982725ea8e89c931fd6774ae5ee531,24549134,0x707388e49c992762042b8bf81726f849d13b4144,0x28c6c06298d514db089934071355e5743bf21d60
1.031890842864764,0,0,0.516471891,0,0,0,0xccba5101480261581581e6359cb8a34b4fb1bddcf8e9e7446507107a8c06eaa0,24549134,0x1b8e425aefeca11eb6fee63fe23a6a177bb69cd4,0x28c6c06298d514db089934071355e5743bf21d60
4.06132081,0,0,0.516471891,0,0,0,0xdfeee736100e8a74a9ac25624f67dbf05e8963469b5a84863240914ff560a3b8,24549134,0x0eac22ab2007a19b80da9f8a258f0bd8887b2627,0x28c6c06298d514db089934071355e5743bf21d60
0.0360973,1,0,1.314646412,0,0,0,0x5c0deb4d0d34baa94d639573c28df2c5cbb0931f4423a6fdf0dab65027280ce6,24549132,0x28c6c06298d514db089934071355e5743bf21d60,0x7c8a21d284e976e438efdb8826ade2a55a822843
0.10646733,1,0,1.321946132,0,0,0,0xbeb6c8d780eeb27d651a564116f57f3bd01b08e7de775dde4b3589db18e3f8f5,24549123,0x28c6c06298d514db089934071355e5743bf21d60,0x3295cbf686ffdb1cb0a9413b952f378e014c066d
0.00528397,1,0,1.312569409,0,0,0,0x895fd7ba249d7ef6d99e50fbcfa5cb6588ca503eadaeee83f8a79b33daeea7e0,24549117,0x28c6c06298d514db089934071355e5743bf21d60,0x47bf398de3cc76eaf14a46eddd69a2589825d2ee
0.0955542,1,0,1.333277766,0,0,0,0x66391f4163ed42db5e6f2bbb9632821654270002d97e39cfb0a87fba16aa8979,24549112,0x28c6c06298d514db089934071355e5743bf21d60,0xba67ef73d3457b0a0b73bc9ce48a91d724cb7326
0.05985,0,2,1.333253996,0,1,0,0x779fe609f623278b04566656b31dab504856c792e27bab726adc4f11374acc96,24549108,0x28c6c06298d514db089934071355e5743bf21d60,0x937712ad13fc1915d43abdbc8189c6e68e55590d
24.99985,0,4,1.312382681,0,1,0,0x67e82aafe8a7452d5b5c2f78d7c7b5825fbbd0bad3b0f801e9c4dcf1c53f9534,24549107,0x28c6c06298d514db089934071355e5743bf21d60,0x1dc07382c40c90625fd41c87d3eca2c54630ab92
39.99985,1,0,1.346607349,0,0,0,0xbb39660f207a5131eaecf9ec6dbf7c49dcb763d865883bd8b93c1ab5b4617cf4,24549106,0x28c6c06298d514db089934071355e5743bf21d60,0x3d941b5f9979602c79ef50262d0a52d88c9ea0ba
0.00495,1,0,1.308411482,0,0,0,0x74b6f674339e9f0883ede4494949432e4a65a2d648b6772c56cf99226ee077f2,24549105,0x28c6c06298d514db089934071355e5743bf21d60,0x34300cdbd0fd142360f63fd17ec7f2dbcf12c8c5
0.00185,1,0,1.324855875,0,0,0,0x78f481f538cf4a4f34dca4674eee9a77879cd0423c65a3a975871a2c07904c5c,24549103,0x28c6c06298d514db089934071355e5743bf21d60,0x3c24c19565e432730914a9cb1fff583f8ed0a20d
0.3607887,1,0,1.368590573,0,0,0,0x54d4d9efffa34f73a9c04b803400191bafa77e5e5c76c04281d92953c4b496bf,24549098,0x28c6c06298d514db089934071355e5743bf21d60,0x1905c67f8e0423ef89f54f2de9be47c294055a34
0.05777,1,0,1.379201226,0,0,0,0x82632df120274e95d2a2d9de13797e2f6c330854ffba5daee5cc8bcd56e516c0,24549095,0x28c6c06298d514db089934071355e5743bf21d60,0x7812aacb2a0bcf950510d90ed407c65f186dca7f
0.4087461,1,0,1.369853573,0,0,0,0x10cc71eff624942af5ff1611ab2e803b2b96a7a2f00d30a38f0c5dac066c2e15,24549093,0x28c6c06298d514db089934071355e5743bf21d60,0xcc223ddc70557eab4d5d09fa09f2961b76bd3b4c
0.52772251,1,0,1.362115208,0,0,0,0xba6f5c62b95b2662f7db122b45e249c96af20deccf39cd5c065e4018492ffb6f,24549090,0x28c6c06298d514db089934071355e5743bf21d60,0x609f039a7954cf9c0da697933a11736ac72c8de3
0.47135466,1,0,1.362251741,0,0,0,0x24e70a8bf4fe862d8aae82d0ddf1bf4a5e0206b18f59bd86283e9f579da2de3d,24549088,0x28c6c06298d514db089934071355e5743bf21d60,0xeda36265fc007919ab4c4c81a59f5fe9a0fa8668
0.16771969,1,0,1.400148068,0,0,0,0xedcf42a4a5de0262c77721044421bef2b55ff28bf80b882196e64fe0d830cce7,24549086,0x28c6c06298d514db089934071355e5743bf21d60,0xb4df717f9389953acc1997c3d86db127baace46d
2.211643388725203,0,0,0.591631254,0,0,0,0xaa26e2357ace30d0f670c0db7aa2d82c68d3f2afc518f623fe5ab0cb8fa269bb,24549085,0xa7a438eeb5b6fe9daaa2d36523422d9359c1a290,0x28c6c06298d514db089934071355e5743bf21d60
0.5421313457396583,0,0,0.591631254,0,0,0,0xfb37f10bea2a8b8bb1f4638fa589e6470dd967f982769494f3d2da2498cc54ad,24549085,0x2286a543b07a1164c9781b0824e1536ac5827468,0x28c6c06298d514db089934071355e5743bf21d60
0.500995133602023,0,0,0.591631254,0,0,0,0x06a7e34fb02d1f7882d562df091a509a4e2ccd09460901e37e94d129a2cc8019,24549085,0xf42b6245533ee9a20456e0a2357841c145608f8d,0x28c6c06298d514db089934071355e5743bf21d60
524.4099677219285,0,0,0.591631254,0,0,0,0x6f95345f5e2410d5e3b04caa82f87f93c44e02b4dd393b026747d04379fdd2dc,24549085,0x08dc8ffc2db71ea07537d1328b3be0799b604396,0x28c6c06298d514db089934071355e5743bf21d60
1.100990638384212,0,0,0.59198257,0,0,0,0xe04688113ab8d710b9a8e5011c9d69ff542d3d28e22a3a75e974808b4fac69da,24549084,0x253b3f079e4ab34df16ef2362e489f97f59bf213,0x28c6c06298d514db089934071355e5743bf21d60
0.4980101245290864,0,0,0.59198257,0,0,0,0xe55ed78641d3aef0a5e3f5fc05798b9c5c98d455170977dd708ebe4a68e4ae7f,24549084,0x856336ebd8508c85c11b555e50726a273719d3c3,0x28c6c06298d514db089934071355e5743bf21d60
0.06628682,1,0,1.334300274,0,0,0,0xf758f835ba80c49a28e077eed3d155701576221e9abb9ce880990d975d2ee289,24549080,0x28c6c06298d514db089934071355e5743bf21d60,0x80e41e5819ea88d48c4b13c1f8b16d46cd293b60
0.8943546,1,0,1.347088785,0,0,0,0xd457e179aa3e7ee1cfcf499e8bb65397f0b599319fb53217c589d1c783121384,24549074,0x28c6c06298d514db089934071355e5743bf21d60,0x890640dd723da08ef3ab6cba80d2f4f3cb06c4f3
0.5613161,1,0,1.308545659,0,0,0,0x2e84dfe31a5d3fc4ea5f220c4079ca2aa2e13f13b25bd37778f953695518a471,24549073,0x28c6c06298d514db089934071355e5743bf21d60,0x4754847cc669e3b21366c08fa3241b9245a19103
1.50985,1,0,1.336791159,0,0,0,0x1106dfb415dfb02c9808ceb7114991d570e91cd2a68904a91cc7f67a0e784483,24549070,0x28c6c06298d514db089934071355e5743bf21d60,0x1e16845482acb337b9eb23d31b573d9dd52b8da6
0.07780881,1,0,1.336791159,0,0,0,0xe336b1f5aab135da0fc812bdd448daaaf0fba6dcba47454432282afe0293b433,24549070,0x28c6c06298d514db089934071355e5743bf21d60,0xfb07f52295b0c7cfdfd57a36b34d0513b1d9eec5
0.0100398,1,0,1.310672058,0,0,0,0xd3652ce741858931e7f80c0092bb0d932d0df03c29d4cc18cdceae7ca6afb8eb,24549065,0x28c6c06298d514db089934071355e5743bf21d60,0x65ef26d22a5a85b951fb02528dcf4f3272d3c5e2
109.16985,1,0,1.332465167,0,0,0,0xf6f115943ce965cd852d72264da3d271c973082e63514d8a9925ac596ce1dae3,24549060,0x28c6c06298d514db089934071355e5743bf21d60,0x80d3a6b8b48b303fc5e48d118652fa870cfa15af
799.99985,1,0,1.294270148,0,0,0,0xb5ece94ac352cb367366c786f5e8523bcd830b7a6f5ace5584c891a401fc6c9c,24549058,0x28c6c06298d514db089934071355e5743bf21d60,0xecbac8014b1dcf9594dab517e9f33715d069ff39
0.00385,1,0,1.302784604,0,0,0,0xdb05ad8143ee1d012d5dabea5c094f8a1c2bc8299681dcab6700a5ff7d08626c,24549057,0x28c6c06298d514db089934071355e5743bf21d60,0xe90517fc4e7e7dee49db9065781158c250c9d8ad
0.517752,1,0,1.269424558,0,0,0,0x462ef1c537862e4ec478372531f0c1ba427839096e27b6027ec422eaa968b58d,24549054,0x28c6c06298d514db089934071355e5743bf21d60,0xd63584878cd658fd82502bc2f07fadc6fbc96839
0.60428062,1,0,1.239094062,0,0,0,0x8f9576d2b1d861c485798978fd638aa2d379dcd21a8aa3c0ede99cae3ef8e911,24549051,0x28c6c06298d514db089934071355e5743bf21d60,0x442b38a52df653b7f5bfecf959833e071512c5c8
0.03014797,1,0,1.239094062,0,0,0,0xd2641f3c80484a5e958744d80f3e2373618b8ef29560cb27eb2de84f55a90a58,24549051,0x28c6c06298d514db089934071355e5743bf21d60,0x382f0cdf19dd0d875fb2705ade8dc525aea3b9ff
0.03225,1,0,1.281111171,0,0,0,0x2865a8302fc1d63748692c5f469e046cc3d986025c9d476776098d4179061530,24549048,0x28c6c06298d514db089934071355e5743bf21d60,0xcc464554114a395966d982f428935a804e1c19ab
0.24985,1,0,1.267187531,0,0,0,0x5935124d30435af37b3e8e30cf1baf93b712ab6de107ee6774d37c790ff5bf6e,24549046,0x28c6c06298d514db089934071355e5743bf21d60,0x58ea99d68e3f4dd78fc2117173b6beb52cc88a4a
2.00769446,1,0,1.248717784,0,0,0,0x9074584c271a02f2827784ce597f11eabe594cbd9b75afe24e58bd86332f982a,24549045,0x28c6c06298d514db089934071355e5743bf21d60,0x1d03a7d68b477e60478c268dee3efde9a0ca053a
0.00695118,1,0,1.221494354,0,0,0,0xcf7c5c50045565d8bbfbe7b8e8e9d03dd0f6c6fecc49d16b35f6b000c1ba4031,24549041,0x28c6c06298d514db089934071355e5743bf21d60,0xd264a53fd6ae435e3357ed8e3d78cc08b2c5350a
0.0041576,1,0,1.233914991,0,0,0,0xbcf0b38ae5b80d9340e4d5b91a43d5a85b98958ed68d20cedd5f87dd6d13e1f6,24549039,0x28c6c06298d514db089934071355e5743bf21d60,0x31579262eeb28e0a9608cd1624160fb306209373
149.99985,1,0,1.215335205,0,0,0,0x790b03c7b9090cf090dacd1c621a1cdafba7e141c3abb048e429276c86a417ad,24549034,0x28c6c06298d514db089934071355e5743bf21d60,0xda98010679d7f8199c41969025d0aff6a40ef640
99.99985,0,1,1.195341953,0,1,0,0xbe25079b4b76bcf52b5c05c2a64519e553e019ef2570f73806dbb6bcfa2880dd,24549032,0x28c6c06298d514db089934071355e5743bf21d60,0xda98010679d7f8199c41969025d0aff6a40ef640
0.74896498,1,0,1.201410984,0,0,0,0xc7d390b36ed3d076d38a002fbda35fe8297275e0c2fd5c76be8b28c60b06a22a,24549031,0x28c6c06298d514db089934071355e5743bf21d60,0x7716d148f4baffda15cc754a5efebf88dc3cd24d
0.0101397,1,0,1.159168946,0,0,0,0xbc7d1d7d1460491d3998ea0195e315dbba0717207aabf41fbcd29397454755c3,24549029,0x28c6c06298d514db089934071355e5743bf21d60,0x8bad4bf20ce3e7fb8422fea76ebd68190df0b586
0.01260822,1,0,1.166332647,0,0,0,0x3a0881893789dd644142a11c2f540c69ac08dc8b39ffd321ffa942d77c4410a1,24549028,0x28c6c06298d514db089934071355e5743bf21d60,0xd5c7bb2b5499474d9009d721f6bee2a11a9d194a
0.09588126,1,0,1.166332647,0,0,0,0x553fe0b3b7625508fc433a7c96456ce42fbfdb134575e062ee9a41d6798f0a88,24549028,0x28c6c06298d514db089934071355e5743bf21d60,0xc5a14421e1aa518ab9211165a45b4f43f57b9a92
1.8471082030805253,0,0,0.36210711,0,0,0,0x021c14f137108cd6d1647f20d53932507c0624628211600b76ac159ece5bcaa1,24549023,0x69437db0974872c2b7ce51c521271bb28806e603,0x28c6c06298d514db089934071355e5743bf21d60
76.95845214744577,0,2,0.36210711,0,1,0,0x03875bf98782e350ed51af4b7024bf7a03559fd49dda49850cd04280a72e29a3,24549023,0x483a910a7479af5bd1333014af97ee5c733a7052,0x28c6c06298d514db089934071355e5743bf21d60
0.9999520317424228,0,0,0.36210711,0,0,0,0x2687efa7190de095408655fa43cf74f70d2064f2d3d05155326878b71bec5ec8,24549023,0x34db0accad79f7e102a0fb5b74431019b0ab4fc9,0x28c6c06298d514db089934071355e5743bf21d60
21.875061932396992,0,0,0.36210711,0,0,0,0x32741e22fdeda7cdb1d564b639b79084cbe3d8eee298017c8af1f5c34334cbbc,24549023,0x8d005417ccab1f22f39d49c4d58213242e2aa4ba,0x28c6c06298d514db089934071355e5743bf21d60
1.258850328016432,0,0,0.36210711,0,0,0,0x44900f7dacc8cfb13020217f756dc687465c78a1997f5865d7175d0331f3afb3,24549023,0x6f4ae8e9d369c9a62bad9bf4210dce0db905cc17,0x28c6c06298d514db089934071355e5743bf21d60
0.538275744534076,0,0,0.36210711,0,0,0,0x5ed769f310824b4d50eee98e3ecb5a1650950839d19203091167278bf166ef85,24549023,0x9101693538fbad9acdde3e8fffbc1faa019cb2f0,0x28c6c06298d514db089934071355e5743bf21d60
2.649817361986287,0,0,0.36210711,0,0,0,0x735b2225bb8b07272b1db0c0cadf2ac899152e2013234f58e94eb8709074ca19,24549023,0xd23f87ea64ff0a8695f856604252b80fbeaa868d,0x28c6c06298d514db089934071355e5743bf21d60
0.739993509282368,0,0,0.36210711,0,0,0,0x7405ae90eaefca085de8945036e6d7b04eafd31d383b81723e36a38b43892c68,24549023,0x1b550c12e3836b3f4d87df402df4e33bad73c357,0x28c6c06298d514db089934071355e5743bf21d60
3.579288047223276,0,2,0.36210711,0,1,0,0x744dc509d4184d90286d33d03fe1b9ccec1517317d2d6e5fcaf1deb93fab1468,24549023,0xd275c77cc1dd410ede0690dd8a9b3af729e4dcc4,0x28c6c06298d514db089934071355e5743bf21d60
20.4739932938768,0,0,0.36210711,0,0,0,0x74831550e9481ba7654ebcf40bd3bb5e7be16e08f99e0903f1a09621e922db24,24549023,0x768e1c2554461904222aad24e30ea51eb0a738a3,0x28c6c06298d514db089934071355e5743bf21d60
0.7007607435239745,0,0,0.36210711,0,0,0,0x9d195f7ab62dbb1b884f25c7f52a8224caf1e06744104cb94b90dd04ca17f3b5,24549023,0x93104d3395c0d8cbd2f8e794667dfe4d2008c47f,0x28c6c06298d514db089934071355e5743bf21d60
0.5955442942045035,0,0,0.36210711,0,0,0,0xa0f81ac00e1e1125d76f3337a3747a4818f48bff365f76d81381b3f359e7be26,24549023,0x7e0c203a27de33ed98f57c7918c93c7de95f4e0e,0x28c6c06298d514db089934071355e5743bf21d60
0.5025,0,0,0.36210711,0,0,0,0xa9c3c388171a4b6816f10c2f5cd0561e7b1c27c3891efdef1a1380dc1f959bef,24549023,0x8c9828ffaa072b93c853c47086958e0e5a3b7894,0x28c6c06298d514db089934071355e5743bf21d60
0.5952256116548149,0,0,0.36210711,0,0,0,0xb25070ba48894c20b51ccf8d3f94ec4d44b32f237896748a3c3cd283e1c4f881,24549023,0x577864bbe526e38c403db613f8de7a4f95d898c6,0x28c6c06298d514db089934071355e5743bf21d60
0.9999774496091194,0,0,0.36210711,0,0,0,0xba22d4de7dd80700b3b7a4ab3381c0a037261b11ee3bc614b5f6299cf3031916,24549023,0x3f4378fe8050333b548f23c906b46a48bb2b0dd7,0x28c6c06298d514db089934071355e5743bf21d60
0.547350748160854,0,0,0.36210711,0,0,0,0xbe919278ff87409771e44c87aa7a323de384ac295ebb63fdb7be7367cb6236db,24549023,0x5f80ebc0a0068a2c2315f86c59b10d52b510a68a,0x28c6c06298d514db089934071355e5743bf21d60
1088.9998191599525,0,7,0.36210711,0,1,0,0xc035e0326b3f35d390a160e052753e93605cb91120348048cebde2114f051411,24549023,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,0x28c6c06298d514db089934071355e5743bf21d60
0.7897126657246046,0,1,0.36210711,0,1,0,0xe5357158c1f5a864f661d3c23cca7b0464f23671600ec1a30f25c799e85406a6,24549023,0xc9666ce5be61eb45376a35ed480ba82d264ca58c,0x28c6c06298d514db089934071355e5743bf21d60
0.9287470192213202,0,0,0.36210711,0,0,0,0xe6829ac89624b4cb13557e266df670e478648beae21b997e7cf5471ac3ce643f,24549023,0x449e4686ef2baf51c0516fc4793414d11aa36021,0x28c6c06298d514db089934071355e5743bf21d60
1.0562962988,0,0,0.36210711,0,0,0,0xe89b47c3870d353f77193825b44bdfdc241d7e7f65a7f4723e14e0e4c7275da3,24549023,0x10d84c4ab5a38f364369baf57d083b468e9f10df,0x28c6c06298d514db089934071355e5743bf21d60
0.02785,1,0,1.159942018,0,0,0,0x15f405711431fc792092a1fda8aa2f15e7000af134dfa55b3e25cdb8e1197a62,24549021,0x28c6c06298d514db089934071355e5743bf21d60,0x802d14b0e2d51eb370650564e504a55336e31dd6
33.42985,1,0,1.169451507,0,0,0,0x4f83574b1a8bd9941c0a08821cd497cd6b08c1cd07521b29ef9f6b847f9a2a77,24549019,0x28c6c06298d514db089934071355e5743bf21d60,0x829eac83b5287a665b9859bf8aa7f09467af77d4
0.07434672,0,1,1.17374205,0,1,0,0xfef3d1432e28a6ed2ed5109c3e3f27d0b90c6acc5564f2a7eaa6aa8d1e79b50a,24549016,0x28c6c06298d514db089934071355e5743bf21d60,0x8d5e62b3e386fb009d77992360af57c2b50efd3a
1636.0,1,0,1.17374205,0,0,0,0xa7baf33bc6bfe66d9888ba2f3f42029c853411331b95c50587d071988b3180d3,24549016,0x28c6c06298d514db089934071355e5743bf21d60,0x51c72848c68a965f66fa7a88855f9f7784502a7f
0.0024512,1,0,1.176582193,0,0,0,0x663f8fa3ecae2a775d1379879f46b6e4c48ce14a25cbfdbc9157040002637272,24549015,0x28c6c06298d514db089934071355e5743bf21d60,0x64f886fc9efb6e61c0b69956d6c876ff497956c5
0.28785,1,0,1.166761082,0,0,0,0x69073880b65653cfbec5ccb6fb468b841b34e1fd40ccc0b2a983b1bd33529077,24549010,0x28c6c06298d514db089934071355e5743bf21d60,0x4f8fc2b1e11c5feb45c2fd9f8679027c24554d3e
0.00239876,1,0,1.166761082,0,0,0,0x8a8900c425f2478785d0da543647b31e5a216440779e811f036d143a35dc3e28,24549010,0x28c6c06298d514db089934071355e5743bf21d60,0x770314b6194719c7f42b8afb04c5337db2fa8c60
0.04905039,1,0,1.191847561,0,0,0,0x219bd5d76d2f4628748d84ec27a7c9be9cf9e72bea9989faf5a1cf43153ca80b,24549007,0x28c6c06298d514db089934071355e5743bf21d60,0x5cde194380c3682e39e9507e4a6ea285b4f2fbf4
0.00659066,1,0,1.193072109,0,0,0,0x1b1836314e3025e292ce9172813e61feaf5ded9a445c8f6871f69c30e25e3b93,24549004,0x28c6c06298d514db089934071355e5743bf21d60,0xac9e947b1ede5f6e19c91d7df97770a53ce570b2
0.00585,1,0,1.197458795,0,0,0,0x7df2a20600424034430e8b1e41866b903b442bec93bdb349a4da55b1132f3ecc,24549002,0x28c6c06298d514db089934071355e5743bf21d60,0xaec1b87db2cf66caaf095c1aad1ed4108cb4a6f7
0.00246588,1,0,1.196605233,0,0,0,0x3d82cfbb9d46deadc49087005bf0fedf46c0fad94cfd095704ba02355e553d40,24549001,0x28c6c06298d514db089934071355e5743bf21d60,0x29f0b99cac8e65aecb0a43cd0caebe9b9507f2c4
0.00245914,1,0,1.178544249,0,0,0,0xdc00b2062f4eab09ca248a5982d9d22a0825602ad105a3b2443527a1c402c7ef,24549000,0x28c6c06298d514db089934071355e5743bf21d60,0xd339713b486f19a8b9d8b9443718fc89b8c142a9
1.0998485917682108,0,0,0.393497223,0,0,0,0x83448cea7ed28ef0b3efa549525b7d0afe13a5cb1fe033848bc565f3ce0e3261,24548994,0x293183e4887b837ddff7b2ca0afa5b4f78552f88,0x28c6c06298d514db089934071355e5743bf21d60
129.98985,0,1,1.193497223,0,1,0,0x91ff99e3bec4fbe0ef24146ce4bbce73244b6b50f0d4f2e08e8dfd0b33b8f2f5,24548994,0x28c6c06298d514db089934071355e5743bf21d60,0x829eac83b5287a665b9859bf8aa7f09467af77d4
2.329216552381366,0,0,0.378871716,0,0,0,0xb651246979c6842c3455ad3f2c2579001ed22e09f45c38154d351bd408d67ac5,24548988,0xa21fe11fd75a4d831c8b855236c0223909123e6f,0x28c6c06298d514db089934071355e5743bf21d60
3299.999993724345,0,0,0.378871716,0,0,0,0x1e589fe8e570e1cb2487023a22604a4825b5f44235fbe80739ae3d9e0d0b861f,24548988,0x9a7226c3f2c4663af5786bdca118ce1d8d06ba73,0x28c6c06298d514db089934071355e5743bf21d60
15.42138567827562,0,0,0.378871716,0,0,0,0x817cfc58f8a86d0f174d8ee238ee26e0ce6f5172a3659ade9a1aa708761e9be6,24548988,0xddcd71b4636244347a203f72a93581ea0e3f43d9,0x28c6c06298d514db089934071355e5743bf21d60
1.687263450671534,0,0,0.378871716,0,0,0,0xade83b0f89f8bf8427693752503f588864e8575de62a58e2c04a8a6daf0b0c36,24548988,0xb3d2bfecdd153b339a33c008941232d9e1bd203f,0x28c6c06298d514db089934071355e5743bf21d60
10.292642525288644,0,0,0.378871716,0,0,0,0x3d41a813e8e0000660e5d19851b076afba1727e597e63939b4523b06bca86c15,24548988,0x1918fa9c3a2118c7174e706896cd30ae4623b662,0x28c6c06298d514db089934071355e5743bf21d60
0.659813507524814,0,0,0.359008226,0,0,0,0x6273f0f5dd43172845ec4f6aefff96c7b7480f65177de7dd0303261915915e25,24548987,0x30f0bc2edc03d0e2c9b7e04f9821b8da0a8bd4e4,0x28c6c06298d514db089934071355e5743bf21d60
0.779994256804185,0,1,0.359008226,0,1,0,0x67a61db9c8c78631826d59271d6cf042924adc9be43bf6123c28cc113130dbe2,24548987,0x9497508512c667ecb49a330a10aecc6c27e3854e,0x28c6c06298d514db089934071355e5743bf21d60
0.612028551222604,0,0,0.359008226,0,0,0,0x79971f3c985b8a56757acf63ad1ada103753204c2709fd61b6e16b2abf35040f,24548987,0x6877f70f870553a39fc0c6a1675650e4d348185f,0x28c6c06298d514db089934071355e5743bf21d60
0.607685433041998,0,0,0.359008226,0,0,0,0x7a1e90f8fa5e554fc8f927445a6eb17dbf8b47e7a96d5dd59a15411438dd074b,24548987,0x4c862e4a61132161b1ff562c6705246e63a5dd9f,0x28c6c06298d514db089934071355e5743bf21d60
10.999980990181603,0,0,0.359008226,0,0,0,0xa5b6121d34ee4268e35bf92f37bad14295962122d345ee8fc879aa297c5ecb7c,24548987,0x4945e27ad44b22205ac9257abc8f6e6962813069,0x28c6c06298d514db089934071355e5743bf21d60
0.5007985469204478,0,0,0.359008226,0,0,0,0xa8fd57cf19d16d3d02fa1990a1b240704c1f3f2ff721f0cf4240cbec0d5ace17,24548987,0x69c93e138b0e1aeb1602169cddbe360919ecb364,0x28c6c06298d514db089934071355e5743bf21d60
6.999983286393126,0,2,0.359008226,0,1,0,0xaaededb7227df7ccf80105b564a4cea3cabc25bd34201adbf3efbf96aefd057b,24548987,0x9f4e5bc9f391de5c824bd0d065fa716663c91ba3,0x28c6c06298d514db089934071355e5743bf21d60
0.5612865150199742,0,0,0.359008226,0,0,0,0xc435f91ba4b1bef23ae6eb7cc570242992a0b25bc32c90011b0c03511749eff2,24548987,0x88f6b3fa72b156664f2184b118eeedb28aa16ab6,0x28c6c06298d514db089934071355e5743bf21d60
0.7781709,1,0,1.159008226,0,0,0,0xecb3efe58776080994b1dc3747c10401b211adfa7de5a8fc55c27e8b5017e002,24548987,0x28c6c06298d514db089934071355e5743bf21d60,0x31fc957032a1cdeb814ef1337aedf00973cf003d
0.977832,1,0,1.159008226,0,0,0,0x60efadc854a70192d7e10637dc53068b5f3c1e527b8db4b776bc124250147d00,24548987,0x28c6c06298d514db089934071355e5743bf21d60,0xe595cca9c0ff4ec20b1e854f3b05078b95a2a720
0.02795195,1,0,1.167306793,0,0,0,0x59a7f8df69d53c7d5d2a3b5b6e97acd18a493b63e0adcec4063b5ee278865d6c,24548986,0x28c6c06298d514db089934071355e5743bf21d60,0xb9bd386c70b20048be16af6898ff22768f071004
0.28792,1,0,1.167306793,0,0,0,0x8bcfc90e30de6427cabcaeb690cc04f0d562989a82788d2e12109c4b23c1f3c2,24548986,0x28c6c06298d514db089934071355e5743bf21d60,0x0f02992055b79829069f8897874c8385f2e6714f
0.42320314,1,0,1.2136054,0,0,0,0xf055bc0a5fc7a2fa24bdb545aa0e57626b68291c2f9551f0a8ad622bdaf78cd1,24548982,0x28c6c06298d514db089934071355e5743bf21d60,0x1b897e9dfb7ae7255392ee061ca3b6c6c1d31c68
